course code,course title,course description,active status,start date,end date
SBU  260,Leadership in Healthcare Settings,"Students explore various concepts and theories of leadership and how these might be applied to and impact management functions in health care settings. Discussed are leadership versus management skills, team development, systems theory, organizational cul",Active,FA 1920,FA 2526
SBL  435,Senior Comprehensive Exam,"As part of the biology program capstone, senior biology majors are required to successfully complete an exam that assesses mastery of the major themes of biological science.   When Offered: Fall and spring semesters. Prerequistite(s): SBL 212 or SBL 238, ",Active,SP 1415,SP 2526
SBU  295,Human Resource Management,Study of personnel and human resources; conflict resolution techniques; structuring job descriptions and specifications; recruiting and interviewing methods; compensation evaluation; employee and labor relations situations; training and development activi,Active,FA 0809,SP 2526
SBU  100,Principles of Accounting I,General introduction to accounting principles and bookkeeping methods; the theory of debit and credit; financial statements; working papers; adjusting and closing entries.  When Offered: Fall semester; OBC sessions 1 and 3.,Active,SP 1415,SP 2526
SBL  416,Microbial Genomics Laboratory,"Companion project-based laboratory course to SBL415 Bioinformatics.  Students design and conduct independent research experiments blending computational, microbiological, and molecular biology techniques for in-depth study of a novel microbiology research",Inactive,SP 1415,SP 1516
SBU  301,Advanced Accounting,Study of business combinations; joint ventures and branches; consolidated financial statements; segment reporting; interim statements; financial reporting by multinational companies; bankruptcy and corporate reorganization.   When Offered: Fall semester; ,Active,FA 1415,FA 2526
SBU  110,Excel & Other Small Bus Software,This course is designed to provide students with the knowledge necessary to sit for the certification as a Microsoft Office Specialist in Excel.  Student will also obtain a working knowledge of QuickBooks and how Excel can be used to analyze financial tra,Active,SP 1920,SP 2526
SBU  330,Professional Selling,"Study and practice of the basics of personal selling, preselling activities, the selling process, responsibilities, and special types of selling. Strong emphasis on the communications function of selling.  When Offered: Spring semester, even-numbered year",Active,FA 0809,SP 2526
SBU  185,Intro Sports Management,"An overview of the field of Sports Management. Includes the nature of various careers within the sports industry and understanding of management processes. Identifies trends, current events, and innovations within the sport and fitness world and how these",Active,FA 1415,FA 2122
SBU  332,H R Mgmt in Healthcare Environment,"Conveys the principles of human resource management in the health care environment. Emphasizes management techniques such as interviewing, training, performance evaluation, compensation, and benefits. Addresses trends in human resource management in the h",Active,SP 1920,FA 2526
SBU  202,Intermediate Accounting I,"Comprehensive study of the concepts and standards of present day accounting. Examines the principles and theory for financial statement preparation and presentation with emphasis on the asset section of the balance sheet.   When Offered: Fall semester, ev",Active,FA 0809,SP 2526
SBU  333,Healthcare Ethics,"A study of ethical choices in organizations, accountability in government, respect for human rights, and responsibility for contemporary life choices. Ethical theories and personal values are examined through readings and analysis of situations in organiz",Active,SP 1920,SP 2425
SBU  204,Principles of Finance,"Basic financial concepts and application; types of financial assets; local, state, and federal levels.  When Offered: Fall and spring semesters; OBC session 4.",Active,FA 0809,SP 2526
SBU  115,Business Plan Development,"Examines the research, planning, and development of a business plan with emphasis on four fundamental core elements of business planning.  When Offered: Fall and spring semesters; OBC sessions 1 and 3.",Active,SP 1011,SP 2526
SBU  348,Consumer Behavior,"Qualitative and quantitative analyses of the behavior of consumers; a marketing consideration of the contributions of economics, psychology, and the behavioral disciplines to consumer behavior.  When Offered: Spring semester.",Active,SP 2223,SP 2526
SBU  235,Small Venture Planning and Finance,"The components of the business plan and elements of operational and strategic planning as they relate to the small business, basic financial concepts, and the application in a small business environment.  When Offered: Spring semester, even-numbered years",Active,SP 0506,SP 2526
SBU  355,Ethics and Social Entrepreneurship,"Introduction to ethical issues in business: moral standards, principles, and value systems in the business world. Ethical issues provide foundation for understanding connected with policies about products and customers, employees, technology, and the envi",Active,SP 1516,SP 2526
SBU  203,Intermediate Accounting II,"Continuation of SBU 202 emphasizing shareholders, creditors, and other parties. The principles and theoretical basis for the presentation of long-term investments; current, contingent, and long-term liabilities; corporate equity; leases; pensions; and rel",Active,SP 0506,SP 2526
SBU  361,"Discrimination Inequality, Economic","Learn the impact of discrimination on income inequality and economic growth and the policy options to reduce discrimination and its adverse impact on the economy.   When Offered: Spring semester. Prerequistite(s): SEC 101, SEC 102 and SBU 370. ",Active,SP 2324,SP 2526
SBU  362,Global Workforce,This course provides an upper level framework for understanding Human Resource Management (HRM) business and regulatory considerations associated with effective workforce and talent management around the world. Global labor markets will be compared in ter,Active,SP 2324,SP 2526
SBU  261,Contemporary Issues in Healthcare,"This course introduces the challenges facing the contemporary health care system and its managers. It focuses on the increasing complexity of the health care system, the underlying forces affecting health care outcomes, and the rapid proliferation of heal",Active,SP 1819,SP 2526
SBU  363,Money and Capital Markets,"Topics covered in this course include: money and capital markets, security markets, commercial banks, foreign exchange market, risk management, strategies for growth, and timing of financial policy.   When Offered: Spring semester, even-numbered years. Pr",Active,SP 2324,SP 2526
SBU  205,Federal Taxation of Individuals,"An introduction to the Internal Revenue Code as it affects individuals and sole proprietorships. Designed to develop basic competence in tax research, terminology, and tax calculation.  When Offered: Fall semester; OBC session 1, even-numbered years.",Active,FA 0809,FA 2526
SBU  392,SHRM Preparation,,Inactive,FA 0809,SP 0203
SBU  305,Corporate Finance,"Analysis of financial problems in the life cycle of the corporation, cash budgets, financing fixed and working capital requirements, capital budgeting, cost of capital, ratio analysis, and dividend policy.   When Offered: Spring semester. Prerequistite(s)",Active,SP 1415,SP 2526
SBU  220,Principles of Marketing,"An introduction to basic marketing functions including product/service planning, distribution activities, location, logistics, promotion strategies, sales, e-commerce, and pricing techniques.  Ethical ramifications and problem-solving approaches of market",Active,FA 0809,SP 2526
SBU  405,Capstone Healthcare Administration,The course provides a culminating experience for students completing the Healthcare Administration program. Emphasis will be placed on giving the students an opportunity to integrate the study of Healthcare Administration in to their own professional deve,Active,SU 1920,SP 2425
SBU  430,Internship,"A concurrent, bi-weekly, on-campus seminar is also required which assists with the integration of theory, research, and practice. The seminar does not count toward the total hour requirement of the internship.  Students are expected to participate 12 to 1",Active,FA 0809,SP 2526
